
22.9,224,0,2014-01-02:23,3.6,77,672,18.4,281,,d,0,1008,final,27,1015,0,281,23.7,2014-01-02T15:00:00,2014-01-02T23:00:00,1388703600,0.7,16,270,4.8,0.37,Clear Sky
20.3,234.4,0,2014-01-03:00,2.2,51,461,9,114,,d,0,1008,final,28,1015,0,114,21.4,2014-01-02T16:00:00,2014-01-03T00:00:00,1388707200,0.6,16,290,2.8,1.12,Clear Sky
18.9,243.3,0,2014-01-03:01,2.4,0,0,-1.7,0,,n,0,1008,final,31,1015,0,0,20,2014-01-02T17:00:00,2014-01-03T01:00:00,1388710800,0,16,290,2.4,1.6,Clear Sky
17.9,251.1,0,2014-01-03:02,5.1,0,0,-13.1,0,,n,0,1008,final,43,1015,0,0,17.9,2014-01-02T18:00:00,2014-01-03T02:00:00,1388714400,0,16,290,2,0.4,Clear Sky
16.4,258.4,0,2014-01-03:03,5.7,0,0,-25.1,0,,n,0,1009,final,49,1015,0,0,16.4,2014-01-02T19:00:00,2014-01-03T03:00:00,1388718000,0,16,290,2,0,Clear Sky
15.3,265.7,0,2014-01-03:04,6.8,0,0,-37.4,0,,n,0,1009,final,57,1015,0,0,15.3,2014-01-02T20:00:00,2014-01-03T04:00:00,1388721600,0,16,290,2.4,0.4,Clear Sky
14.3,274.1,0,2014-01-03:05,7.6,0,0,-49.8,0,,n,0,1009,final,64,1016,0,0,14.3,2014-01-02T21:00:00,2014-01-03T05:00:00,1388725200,0,16,290,3.2,0.8,Clear Sky
13.6,285.8,0,2014-01-03:06,6.9,0,0,-62,0,,n,0,1009,final,64,1016,0,0,13.6,2014-01-02T22:00:00,2014-01-03T06:00:00,1388728800,0,16,290,3.6,1.2,Clear Sky
12.7,307.9,0,2014-01-03:07,6.7,0,0,-73.2,0,,n,0,1009,final,67,1016,0,0,12.7,2014-01-02T23:00:00,2014-01-03T07:00:00,1388732400,0,16,290,3.2,1.2,Clear Sky
12.1,3.2,0,2014-01-03:08,6.6,0,0,-78.8,0,,n,0,1009,final,69,1016,0,0,12.1,2014-01-03T00:00:00,2014-01-03T08:00:00,1388736000,0,14,290,3.2,1.6,Clear Sky
11.4,55,0,2014-01-03:09,6.4,0,0,-72.3,0,,n,0,1009,final,71,1015,0,0,11.4,2014-01-03T01:00:00,2014-01-03T09:00:00,1388739600,0,15,290,3.2,1.6,Clear Sky
10.4,75.5,0,2014-01-03:10,5.4,0,0,-61,0,,n,0,1009,final,71,1016,0,0,10.4,2014-01-03T02:00:00,2014-01-03T10:00:00,1388743200,0,16,290,3.2,2,Clear Sky
9.8,86.7,0,2014-01-03:11,5.4,0,0,-48.7,0,,n,0,1009,final,74,1015,0,0,9.8,2014-01-03T03:00:00,2014-01-03T11:00:00,1388746800,0,16,290,2.8,2,Clear Sky
9.4,94.9,0,2014-01-03:12,5.6,0,0,-36.3,0,,n,0,1008,final,77,1015,0,0,9.4,2014-01-03T04:00:00,2014-01-03T12:00:00,1388750400,0,15,290,2.4,1.6,Clear Sky
9.3,102.3,0,2014-01-03:13,5.8,0,0,-24,0,,n,0,1008,final,79,1015,0,0,9.3,2014-01-03T05:00:00,2014-01-03T13:00:00,1388754000,0,11,290,2,1.6,Clear Sky
8.9,109.6,0,2014-01-03:14,5.6,0,0,-12.1,0,,n,0,1009,final,80,1015,0,0,8.9,2014-01-03T06:00:00,2014-01-03T14:00:00,1388757600,0,11,290,2.4,1.6,Clear Sky
9,117.4,0,2014-01-03:15,6.1,0,0,-0.6,0,,n,0,1009,final,82,1016,0,0,9,2014-01-03T07:00:00,2014-01-03T15:00:00,1388761200,0,9,290,2.8,1.6,Clear Sky
10.1,126.4,0,2014-01-03:16,6.8,54,490,9.9,130,,d,0,1010,final,80,1016,0,130,10.1,2014-01-03T08:00:00,2014-01-03T16:00:00,1388764800,0.7,6,290,3.2,1.6,Clear Sky
13.3,136.9,0,2014-01-03:17,6.9,78,685,19.2,296,,d,0,1010,final,65,1016,0,296,13.3,2014-01-03T09:00:00,2014-01-03T17:00:00,1388768400,0.7,7,290,3.6,1.2,Clear Sky
17.5,149.6,0,2014-01-03:18,4.5,92,777,26.7,434,,d,0,1009,final,42,1016,0,434,17.5,2014-01-03T10:00:00,2014-01-03T18:00:00,1388772000,0.8,10,290,3.2,0.8,Clear Sky
19,164.4,0,2014-01-03:19,2.9,99,822,31.5,523,,d,0,1008,final,32,1015,0,523,20.1,2014-01-03T11:00:00,2014-01-03T19:00:00,1388775600,1.1,11,290,4,1.2,Clear Sky
20,180.7,0,2014-01-03:20,3.7,102,835,33.2,552,,d,0,1007,final,32,1013,0,552,21,2014-01-03T12:00:00,2014-01-03T20:00:00,1388779200,1.1,11,290,4.8,1.6,Clear Sky
20.7,196.9,0,2014-01-03:21,6.6,99,820,31.3,518,,d,0,1006,final,38,1013,0,518,21.5,2014-01-03T13:00:00,2014-01-03T21:00:00,1388782800,1,10,290,6.4,0.52,Clear Sky
18.6,211.5,0,2014-01-03:22,9.5,91,772,26.1,425,,d,0,1006,final,53,1013,0,425,19.3,2014-01-03T14:00:00,2014-01-03T22:00:00,1388786400,0.8,10,290,6.8,1.57,Clear Sky
17.9,224,0,2014-01-03:23,8.6,77,674,18.5,284,,d,0,1006,final,52,1012,0,284,18.6,2014-01-03T15:00:00,2014-01-03T23:00:00,1388790000,0.5,10,280,6.4,2.4,Clear Sky
16.7,234.4,0,2014-01-04:00,8.6,52,465,9.1,117,,d,0,1006,final,59,1013,0,117,16.7,2014-01-03T16:00:00,2014-01-04T00:00:00,1388793600,0.4,9,275,4.4,0.37,Clear Sky
13.2,243.3,0,2014-01-04:01,10,0,0,-1.5,0,,n,0,1007,final,81,1013,0,0,13.2,2014-01-03T17:00:00,2014-01-04T01:00:00,1388797200,0,6,265,2,1.12,Clear Sky
12.8,251.1,0,2014-01-04:02,10,0,0,-13,0,,n,0,1006,final,83,1013,0,0,12.8,2014-01-03T18:00:00,2014-01-04T02:00:00,1388800800,0,6,255,1.6,1.2,Clear Sky
12.8,258.4,0,2014-01-04:03,10,0,0,-25,0,,n,0,1006,final,83,1013,0,0,12.8,2014-01-03T19:00:00,2014-01-04T03:00:00,1388804400,0,6,240,1.2,0.4,Clear Sky
12.8,265.8,0,2014-01-04:04,10,0,0,-37.3,0,,n,0,1007,final,83,1014,0,0,12.8,2014-01-03T20:00:00,2014-01-04T04:00:00,1388808000,0,6,225,1.6,0.4,Clear Sky
12.7,274.2,0,2014-01-04:05,9.8,0,0,-49.7,0,,n,0,1007,final,83,1014,0,0,12.7,2014-01-03T21:00:00,2014-01-04T05:00:00,1388811600,0,6,215,2.4,0.8,Clear Sky
12.1,285.8,0,2014-01-04:06,10,0,0,-61.9,0,,n,0,1008,final,87,1014,0,0,12.1,2014-01-03T22:00:00,2014-01-04T06:00:00,1388815200,0,6,200,2.4,1.2,Clear Sky
11.8,307.9,0,2014-01-04:07,10.4,0,0,-73.1,0,,n,0,1008,final,91,1014,0,0,11.8,2014-01-03T23:00:00,2014-01-04T07:00:00,1388818800,0,4,185,2.4,1.6,Clear Sky
11.6,2.6,0,2014-01-04:08,9.8,0,0,-78.7,0,,n,0,1007,final,89,1014,0,0,11.6,2014-01-04T00:00:00,2014-01-04T08:00:00,1388822400,0,5,175,2.4,1.2,Clear Sky
11.1,54.5,0,2014-01-04:09,9.4,0,0,-72.3,0,,n,0,1007,final,89,1014,0,0,11.1,2014-01-04T01:00:00,2014-01-04T09:00:00,1388826000,0,5,160,2,0.8,Clear Sky
11,75.2,0,2014-01-04:10,9.4,0,0,-61,0,,n,0,1008,final,90,1014,0,0,11,2014-01-04T02:00:00,2014-01-04T10:00:00,1388829600,0,5,145,2,2,Clear Sky
11,86.4,0,2014-01-04:11,8.9,0,0,-48.7,0,,n,0,1007,final,87,1014,0,0,11,2014-01-04T03:00:00,2014-01-04T11:00:00,1388833200,0,4,135,2,2,Clear Sky
11.2,94.7,25,2014-01-04:12,9.3,0,0,-36.3,0,,n,0,1007,final,88,1014,0,0,11.2,2014-01-04T04:00:00,2014-01-04T12:00:00,1388836800,0,4,120,2,0.37,Scattered clouds
11.6,102.1,100,2014-01-04:13,10.5,0,0,-24,0,,n,0,1007,final,93,1014,0,0,11.6,2014-01-04T05:00:00,2014-01-04T13:00:00,1388840400,0,1,105,2,1.5,Haze
11.1,109.4,93,2014-01-04:14,10.3,0,0,-12.1,0,,n,0,1007,final,95,1014,0,0,11.1,2014-01-04T06:00:00,2014-01-04T14:00:00,1388844000,0,1,90,2,0.75,Haze
10.5,117.3,0,2014-01-04:15,8.9,0,0,-0.7,0,,n,0,1008,final,90,1014,0,0,10.5,2014-01-04T07:00:00,2014-01-04T15:00:00,1388847600,0,4,95,2,1.6,Clear Sky
10.8,126.2,0,2014-01-04:16,9.6,54,489,9.9,130,,d,0,1008,final,92,1015,0,130,10.8,2014-01-04T08:00:00,2014-01-04T16:00:00,1388851200,0.5,3,105,2.8,1.6,Clear Sky
12.7,136.8,0,2014-01-04:17,8.7,78,685,19.2,297,,d,0,1009,final,77,1015,0,297,12.7,2014-01-04T09:00:00,2014-01-04T17:00:00,1388854800,0.6,5,110,2.8,0.8,Clear Sky
16.1,149.4,0,2014-01-04:18,7.1,92,778,26.7,435,,d,0,1009,final,55,1015,0,435,16.1,2014-01-04T10:00:00,2014-01-04T18:00:00,1388858400,0.8,6,115,3.6,1.2,Clear Sky
17.9,164.3,0,2014-01-04:19,6.8,100,823,31.6,524,,d,0,1008,final,48,1015,0,524,17.9,2014-01-04T11:00:00,2014-01-04T19:00:00,1388862000,1.1,6,120,4.8,2,Clear Sky
17.6,180.6,0,2014-01-04:20,5.8,102,836,33.3,553,,d,0,1007,final,43,1014,0,553,18.6,2014-01-04T12:00:00,2014-01-04T20:00:00,1388865600,1.2,7,125,5.2,2,Clear Sky
18.5,196.8,0,2014-01-04:21,4.1,99,821,31.4,520,,d,0,1007,final,36,1013,0,520,19.5,2014-01-04T13:00:00,2014-01-04T21:00:00,1388869200,1.3,8,135,5.6,2.4,Clear Sky
18.7,211.5,0,2014-01-04:22,3.8,92,773,26.3,427,,d,0,1006,final,35,1013,0,427,19.7,2014-01-04T14:00:00,2014-01-04T22:00:00,1388872800,0.8,9,140,5.6,2,Clear Sky
18.1,224,0,2014-01-04:23,8.2,77,676,18.7,287,,d,0,1007,final,50,1013,0,287,18.9,2014-01-04T15:00:00,2014-01-04T23:00:00,1388876400,0.6,7,145,5.6,2,Clear Sky
18.2,234.4,0,2014-01-05:00,9.3,52,470,9.3,119,,d,0,1006,final,56,1013,0,119,18.2,2014-01-04T16:00:00,2014-01-05T00:00:00,1388880000,0.5,8,150,4.8,2,Clear Sky
15.7,243.3,0,2014-01-05:01,10.8,0,0,-1.4,0,,n,0,1007,final,73,1014,0,0,15.7,2014-01-04T17:00:00,2014-01-05T01:00:00,1388883600,0,6,155,2.4,1.6,Clear Sky
14.1,251.1,0,2014-01-05:02,10.5,0,0,-12.8,0,,n,0,1007,final,79,1014,0,0,14.1,2014-01-04T18:00:00,2014-01-05T02:00:00,1388887200,0,6,160,2,2,Clear Sky
13.2,258.4,0,2014-01-05:03,10.5,0,0,-24.8,0,,n,0,1008,final,84,1015,0,0,13.2,2014-01-04T19:00:00,2014-01-05T03:00:00,1388890800,0,6,170,0.8,0.8,Clear Sky
12.5,265.8,0,2014-01-05:04,10.6,0,0,-37.1,0,,n,0,1009,final,88,1016,0,0,12.5,2014-01-04T20:00:00,2014-01-05T04:00:00,1388894400,0,5,175,1.2,0.4,Clear Sky
11.9,274.3,0,2014-01-05:05,9.8,0,0,-49.5,0,,n,0,1009,final,87,1016,0,0,11.9,2014-01-04T21:00:00,2014-01-05T05:00:00,1388898000,0,4,180,1.6,0.4,Clear Sky
11.1,285.9,0,2014-01-05:06,9.4,0,0,-61.8,0,,n,0,1010,final,89,1016,0,0,11.1,2014-01-04T22:00:00,2014-01-05T06:00:00,1388901600,0,4,185,1.6,0.8,Clear Sky
11.1,307.9,0,2014-01-05:07,9.4,0,0,-72.9,0,,n,0,1010,final,89,1016,0,0,11.1,2014-01-04T23:00:00,2014-01-05T07:00:00,1388905200,0,4,190,2.4,0.8,Clear Sky
10.8,2,0,2014-01-05:08,9.2,0,0,-78.6,0,,n,0,1010,final,90,1016,0,0,10.8,2014-01-05T00:00:00,2014-01-05T08:00:00,1388908800,0,4,195,2.4,0.8,Clear Sky
9.7,54,0,2014-01-05:09,8.6,0,0,-72.3,0,,n,0,1010,final,93,1016,0,0,9.7,2014-01-05T01:00:00,2014-01-05T09:00:00,1388912400,0,4,205,2.4,1.2,Clear Sky
9.3,74.9,0,2014-01-05:10,6.9,0,0,-61,0,,n,0,1010,final,85,1017,0,0,9.3,2014-01-05T02:00:00,2014-01-05T10:00:00,1388916000,0,5,210,2.8,1.2,Clear Sky
8.8,86.2,0,2014-01-05:11,5.9,0,0,-48.8,0,,n,0,1010,final,82,1017,0,0,8.8,2014-01-05T03:00:00,2014-01-05T11:00:00,1388919600,0,7,215,2.8,1.6,Clear Sky
8.2,94.6,0,2014-01-05:12,5.3,0,0,-36.4,0,,n,0,1010,final,82,1017,0,0,8.2,2014-01-05T04:00:00,2014-01-05T12:00:00,1388923200,0,8,220,3.6,2,Clear Sky
7.7,101.9,0,2014-01-05:13,4.8,0,0,-24.1,0,,n,0,1010,final,82,1017,0,0,7.7,2014-01-05T05:00:00,2014-01-05T13:00:00,1388926800,0,9,225,4,2.4,Clear Sky
5.6,109.3,0,2014-01-05:14,4.3,0,0,-12.1,0,,n,0,1011,final,82,1018,0,0,7.2,2014-01-05T06:00:00,2014-01-05T14:00:00,1388930400,0,8,235,4,2.4,Clear Sky
8.1,117.1,0,2014-01-05:15,3.7,0,0,-0.7,0,,n,0,1012,final,74,1018,0,0,8.1,2014-01-05T07:00:00,2014-01-05T15:00:00,1388934000,0,11,240,4.4,2.4,Clear Sky
11.6,126.1,0,2014-01-05:16,1.5,54,489,9.9,130,,d,0,1012,final,50,1019,0,130,11.6,2014-01-05T08:00:00,2014-01-05T16:00:00,1388937600,1.3,16,245,5.2,2.4,Clear Sky
15.4,136.6,0,2014-01-05:17,0.4,78,685,19.2,297,,d,0,1013,final,36,1020,0,297,15.4,2014-01-05T09:00:00,2014-01-05T17:00:00,1388941200,1.7,16,250,5.2,2.4,Clear Sky
17.5,149.3,0,2014-01-05:18,-1,92,778,26.8,436,,d,0,1013,final,26,1020,0,436,18.9,2014-01-05T10:00:00,2014-01-05T18:00:00,1388944800,2.4,16,255,4.4,1.6,Clear Sky
19.8,164.1,0,2014-01-05:19,-0.3,100,823,31.7,525,,d,0,1012,final,24,1019,0,525,21,2014-01-05T11:00:00,2014-01-05T19:00:00,1388948400,3,16,260,5.6,2,Clear Sky
21.6,180.4,0,2014-01-05:20,-2,102,837,33.4,555,,d,0,1011,final,19,1018,0,555,22.8,2014-01-05T12:00:00,2014-01-05T20:00:00,1388952000,3.3,16,270,5.6,1.6,Clear Sky
23.2,196.7,0,2014-01-05:21,-3.1,99,822,31.5,522,,d,0,1011,final,16,1017,0,522,24.3,2014-01-05T13:00:00,2014-01-05T21:00:00,1388955600,3,16,275,5.6,0.8,Clear Sky
22.7,211.4,0,2014-01-05:22,-4.3,92,775,26.4,430,,d,0,1011,final,15,1017,0,430,23.9,2014-01-05T14:00:00,2014-01-05T22:00:00,1388959200,2.4,16,280,5.2,0.4,Clear Sky
22.2,224,0,2014-01-05:23,-2.3,78,679,18.8,289,,d,0,1011,final,18,1017,0,289,23.4,2014-01-05T15:00:00,2014-01-05T23:00:00,1388962800,1.7,16,285,5.2,0.52,Clear Sky
19.8,234.4,0,2014-01-06:00,-2,53,475,9.4,122,,d,0,1011,final,21,1018,0,122,21.1,2014-01-05T16:00:00,2014-01-06T00:00:00,1388966400,1.3,16,280,4,1.57,Clear Sky
17.4,243.3,0,2014-01-06:01,-1.6,0,0,-1.2,0,,n,0,1012,final,25,1018,0,0,18.8,2014-01-05T17:00:00,2014-01-06T01:00:00,1388970000,0,16,250,3.6,1.6,Clear Sky
16.6,251.2,0,2014-01-06:02,-1,0,0,-12.7,0,,n,0,1012,final,30,1019,0,0,16.6,2014-01-05T18:00:00,2014-01-06T02:00:00,1388973600,0,16,220,2.4,1.2,Clear Sky
14.7,258.5,0,2014-01-06:03,-0.2,0,0,-24.7,0,,n,0,1012,final,36,1019,0,0,14.7,2014-01-05T19:00:00,2014-01-06T03:00:00,1388977200,0,16,185,3.2,1.6,Clear Sky
13.6,265.9,0,2014-01-06:04,0.3,0,0,-37,0,,n,0,1013,final,40,1019,0,0,13.6,2014-01-05T20:00:00,2014-01-06T04:00:00,1388980800,0,16,155,4,2.4,Clear Sky
13.1,274.4,0,2014-01-06:05,-0.9,0,0,-49.4,0,,n,0,1013,final,38,1020,0,0,13.1,2014-01-05T21:00:00,2014-01-06T05:00:00,1388984400,0,16,125,4.4,0.37,Clear Sky
13.6,286,0,2014-01-06:06,-4.1,0,0,-61.6,0,,n,0,1014,final,29,1020,0,0,13.6,2014-01-05T22:00:00,2014-01-06T06:00:00,1388988000,0,16,95,4.8,1.12,Clear Sky
13.1,307.9,0,2014-01-06:07,-7,0,0,-72.8,0,,n,0,1014,final,24,1020,0,0,13.1,2014-01-05T23:00:00,2014-01-06T07:00:00,1388991600,0,16,65,5.2,2.8,Clear Sky
13.8,1.5,0,2014-01-06:08,-10.1,0,0,-78.5,0,,n,0,1014,final,18,1020,0,0,13.8,2014-01-06T00:00:00,2014-01-06T08:00:00,1388995200,0,16,35,5.2,0.37,Clear Sky
